*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-09 04:55, , , 165.198345,   -32.120024,
 2022-Jan-09 05:00, , , 163.872370,   -31.845345,
 2022-Jan-09 05:05, , , 162.557345,   -31.547818,
 2022-Jan-09 05:10, , , 161.253950,   -31.227793,
 2022-Jan-09 05:15, , , 159.962816,   -30.885641,
 2022-Jan-09 05:20, , , 158.684522,   -30.521748,
 2022-Jan-09 05:25, , , 157.419591,   -30.136517,
 2022-Jan-09 05:30, , , 156.168496,   -29.730362,
 2022-Jan-09 05:35, , , 154.931656,   -29.303710,
 2022-Jan-09 05:40, , , 153.709438,   -28.856997,
 2022-Jan-09 05:45, , , 152.502159,   -28.390664,
 2022-Jan-09 05:50, , , 151.310084,   -27.905163,
 2022-Jan-09 05:55, , , 150.133433,   -27.400946,
 2022-Jan-09 06:00, , , 148.972377,   -26.878469,
 2022-Jan-09 06:05, , , 147.827046,   -26.338190,
 2022-Jan-09 06:10, , , 146.697525,   -25.780568,
 2022-Jan-09 06:15, , , 145.583860,   -25.206059,
 2022-Jan-09 06:20, , , 144.486061,   -24.615117,
 2022-Jan-09 06:25, , , 143.404100,   -24.008192,
 2022-Jan-09 06:30, , , 142.337920,   -23.385733,
 2022-Jan-09 06:35, , , 141.287431,   -22.748180,
 2022-Jan-09 06:40, , , 140.252516,   -22.095970,
 2022-Jan-09 06:45, , , 139.233030,   -21.429530,
 2022-Jan-09 06:50, , , 138.228809,   -20.749284,
 2022-Jan-09 06:55, , , 137.239663,   -20.055646,
 2022-Jan-09 07:00, , , 136.265386,   -19.349021,
 2022-Jan-09 07:05, , , 135.305752,   -18.629809,
 2022-Jan-09 07:10,A, , 134.360522,   -17.898398,
 2022-Jan-09 07:15,A, , 133.429441,   -17.155169,
 2022-Jan-09 07:20,A, , 132.512243,   -16.400494,
 2022-Jan-09 07:25,A, , 131.608652,   -15.634734,
 2022-Jan-09 07:30,A, , 130.718381,   -14.858242,
 2022-Jan-09 07:35,A, , 129.841138,   -14.071363,
 2022-Jan-09 07:40,A, , 128.976620,   -13.274431,
 2022-Jan-09 07:45,A, , 128.124523,   -12.467771,
 2022-Jan-09 07:50,N, , 127.284535,   -11.651699,
 2022-Jan-09 07:55,N, , 126.456342,   -10.826522,
 2022-Jan-09 08:00,N, , 125.639628,    -9.992539,
 2022-Jan-09 08:05,N, , 124.834072,    -9.150040,
 2022-Jan-09 08:10,N, , 124.039353,    -8.299304,
 2022-Jan-09 08:15,N, , 123.255151,    -7.440606,
 2022-Jan-09 08:20,N, , 122.481142,    -6.574208,
 2022-Jan-09 08:25,C, , 121.717004,    -5.700368,
 2022-Jan-09 08:30,C, , 120.962416,    -4.819333,
 2022-Jan-09 08:35,C, , 120.217056,    -3.931346,
 2022-Jan-09 08:40,C, , 119.480603,    -3.036638,
 2022-Jan-09 08:45,C, , 118.752737,    -2.135437,
 2022-Jan-09 08:50,C, , 118.033141,    -1.227961,
 2022-Jan-09 08:55,*,r, 117.321496,    -0.314425,
 2022-Jan-09 09:00,*, , 116.617487,     0.604967,
 2022-Jan-09 09:05,*, , 115.920799,     1.530014,
 2022-Jan-09 09:10,*, , 115.231118,     2.460522,
 2022-Jan-09 09:15,*, , 114.548130,     3.396303,
 2022-Jan-09 09:20,*, , 113.871525,     4.337175,
 2022-Jan-09 09:25,*, , 113.200990,     5.282959,
 2022-Jan-09 09:30,*, , 112.536216,     6.233485,
 2022-Jan-09 09:35,*, , 111.876891,     7.188583,
 2022-Jan-09 09:40,*, , 111.222706,     8.148093,
 2022-Jan-09 09:45,*, , 110.573348,     9.111856,
 2022-Jan-09 09:50,*, , 109.928507,    10.079717,
 2022-Jan-09 09:55,*, , 109.287870,    11.051527,
 2022-Jan-09 10:00,*, , 108.651123,    12.027140,
 2022-Jan-09 10:05,*, , 108.017949,    13.006414,
 2022-Jan-09 10:10,*, , 107.388030,    13.989209,
 2022-Jan-09 10:15,*, , 106.761043,    14.975389,
 2022-Jan-09 10:20,*, , 106.136664,    15.964822,
 2022-Jan-09 10:25,*, , 105.514563,    16.957378,
 2022-Jan-09 10:30,*, , 104.894405,    17.952929,
 2022-Jan-09 10:35,*, , 104.275849,    18.951350,
 2022-Jan-09 10:40,*, , 103.658549,    19.952517,
 2022-Jan-09 10:45,*, , 103.042151,    20.956311,
 2022-Jan-09 10:50,*, , 102.426291,    21.962611,
 2022-Jan-09 10:55,*, , 101.810598,    22.971301,
 2022-Jan-09 11:00,*, , 101.194689,    23.982262,
 2022-Jan-09 11:05,*, , 100.578170,    24.995381,
 2022-Jan-09 11:10,*, ,  99.960633,    26.010542,
 2022-Jan-09 11:15,*, ,  99.341659,    27.027630,
 2022-Jan-09 11:20,*, ,  98.720808,    28.046533,
 2022-Jan-09 11:25,*, ,  98.097626,    29.067137,
 2022-Jan-09 11:30,*, ,  97.471638,    30.089327,
 2022-Jan-09 11:35,*, ,  96.842349,    31.112988,
 2022-Jan-09 11:40,*, ,  96.209237,    32.138005,
 2022-Jan-09 11:45,*, ,  95.571758,    33.164261,
 2022-Jan-09 11:50,*, ,  94.929336,    34.191638,
 2022-Jan-09 11:55,*, ,  94.281364,    35.220014,
 2022-Jan-09 12:00,*, ,  93.627200,    36.249267,
 2022-Jan-09 12:05,*, ,  92.966163,    37.279269,
 2022-Jan-09 12:10,*, ,  92.297529,    38.309892,
 2022-Jan-09 12:15,*, ,  91.620527,    39.341002,
 2022-Jan-09 12:20,*, ,  90.934332,    40.372458,
 2022-Jan-09 12:25,*, ,  90.238064,    41.404119,
 2022-Jan-09 12:30,*, ,  89.530774,    42.435831,
 2022-Jan-09 12:35,*, ,  88.811445,    43.467439,
 2022-Jan-09 12:40,*, ,  88.078979,    44.498774,
 2022-Jan-09 12:45,*, ,  87.332191,    45.529663,
 2022-Jan-09 12:50,*, ,  86.569796,    46.559918,
 2022-Jan-09 12:55,*, ,  85.790400,    47.589342,
 2022-Jan-09 13:00,*, ,  84.992487,    48.617721,
 2022-Jan-09 13:05,*, ,  84.174401,    49.644829,
 2022-Jan-09 13:10,*, ,  83.334336,    50.670419,
 2022-Jan-09 13:15,*, ,  82.470312,    51.694226,
 2022-Jan-09 13:20,*, ,  81.580153,    52.715960,
 2022-Jan-09 13:25,*, ,  80.661468,    53.735307,
 2022-Jan-09 13:30,*, ,  79.711618,    54.751919,
 2022-Jan-09 13:35,*, ,  78.727686,    55.765418,
 2022-Jan-09 13:40,*, ,  77.706442,    56.775382,
 2022-Jan-09 13:45,*, ,  76.644298,    57.781347,
 2022-Jan-09 13:50,*, ,  75.537264,    58.782795,
 2022-Jan-09 13:55,*, ,  74.380892,    59.779147,
 2022-Jan-09 14:00,*, ,  73.170214,    60.769752,
 2022-Jan-09 14:05,*, ,  71.899671,    61.753882,
 2022-Jan-09 14:10,*, ,  70.563038,    62.730709,
 2022-Jan-09 14:15,*, ,  69.153327,    63.699297,
 2022-Jan-09 14:20,*, ,  67.662695,    64.658581,
 2022-Jan-09 14:25,*, ,  66.082332,    65.607344,
 2022-Jan-09 14:30,*, ,  64.402345,    66.544192,
 2022-Jan-09 14:35,*, ,  62.611636,    67.467523,
 2022-Jan-09 14:40,*, ,  60.697788,    68.375493,
 2022-Jan-09 14:45,*, ,  58.646956,    69.265974,
 2022-Jan-09 14:50,*, ,  56.443793,    70.136505,
 2022-Jan-09 14:55,*, ,  54.071437,    70.984241,
 2022-Jan-09 15:00,*, ,  51.511584,    71.805894,
 2022-Jan-09 15:05,*, ,  48.744728,    72.597671,
 2022-Jan-09 15:10,*, ,  45.750617,    73.355212,
 2022-Jan-09 15:15,*, ,  42.509036,    74.073541,
 2022-Jan-09 15:20,*, ,  39.001031,    74.747033,
 2022-Jan-09 15:25,*, ,  35.210653,    75.369414,
 2022-Jan-09 15:30,*, ,  31.127304,    75.933825,
 2022-Jan-09 15:35,*, ,  26.748621,    76.432963,
 2022-Jan-09 15:40,*, ,  22.083645,    76.859331,
 2022-Jan-09 15:45,*, ,  17.155775,    77.205601,
 2022-Jan-09 15:50,*, ,  12.004720,    77.465093,
 2022-Jan-09 15:55,*, ,   6.686557,    77.632315,
 2022-Jan-09 16:00,*, ,   1.271225,    77.703481,
 2022-Jan-09 16:05,*,t, 355.837381,    77.676919,
 2022-Jan-09 16:10,*,m, 350.465400,    77.553256,
 2022-Jan-09 16:15,*,m, 345.229989,    77.335347,
 2022-Jan-09 16:20,*,m, 340.194049,    77.027963,
 2022-Jan-09 16:25,*,m, 335.404916,    76.637308,
 2022-Jan-09 16:30,*,m, 330.893304,    76.170475,
 2022-Jan-09 16:35,*,m, 326.674500,    75.634936,
 2022-Jan-09 16:40,*,m, 322.750966,    75.038120,
 2022-Jan-09 16:45,*,m, 319.115488,    74.387114,
 2022-Jan-09 16:50,*,m, 315.754240,    73.688469,
 2022-Jan-09 16:55,*,m, 312.649392,    72.948111,
 2022-Jan-09 17:00,*,m, 309.781122,    72.171310,
 2022-Jan-09 17:05,*,m, 307.129078,    71.362703,
 2022-Jan-09 17:10,*,m, 304.673336,    70.526333,
 2022-Jan-09 17:15,*,m, 302.395001,    69.665713,
 2022-Jan-09 17:20,*,m, 300.276534,    68.783882,
 2022-Jan-09 17:25,*,m, 298.301892,    67.883471,
 2022-Jan-09 17:30,*,m, 296.456550,    66.966753,
 2022-Jan-09 17:35,*,m, 294.727447,    66.035697,
 2022-Jan-09 17:40,*,m, 293.102897,    65.092011,
 2022-Jan-09 17:45,*,m, 291.572471,    64.137179,
 2022-Jan-09 17:50,*,m, 290.126877,    63.172495,
 2022-Jan-09 17:55,*,m, 288.757844,    62.199093,
 2022-Jan-09 18:00,*,m, 287.458006,    61.217963,
 2022-Jan-09 18:05,*,m, 286.220799,    60.229982,
 2022-Jan-09 18:10,*,m, 285.040371,    59.235921,
 2022-Jan-09 18:15,*,m, 283.911493,    58.236465,
 2022-Jan-09 18:20,*,m, 282.829486,    57.232223,
 2022-Jan-09 18:25,*,m, 281.790158,    56.223742,
 2022-Jan-09 18:30,*,m, 280.789744,    55.211508,
 2022-Jan-09 18:35,*,m, 279.824855,    54.195962,
 2022-Jan-09 18:40,*,m, 278.892436,    53.177502,
 2022-Jan-09 18:45,*,m, 277.989725,    52.156488,
 2022-Jan-09 18:50,*,m, 277.114220,    51.133250,
 2022-Jan-09 18:55,*,m, 276.263651,    50.108087,
 2022-Jan-09 19:00,*,m, 275.435952,    49.081275,
 2022-Jan-09 19:05,*,m, 274.629238,    48.053070,
 2022-Jan-09 19:10,*,m, 273.841788,    47.023707,
 2022-Jan-09 19:15,*,m, 273.072023,    45.993404,
 2022-Jan-09 19:20,*,m, 272.318495,    44.962366,
 2022-Jan-09 19:25,*,m, 271.579872,    43.930785,
 2022-Jan-09 19:30,*,m, 270.854923,    42.898841,
 2022-Jan-09 19:35,*,m, 270.142511,    41.866704,
 2022-Jan-09 19:40,*,m, 269.441584,    40.834534,
 2022-Jan-09 19:45,*,m, 268.751162,    39.802487,
 2022-Jan-09 19:50,*,m, 268.070336,    38.770708,
 2022-Jan-09 19:55,*,m, 267.398255,    37.739340,
 2022-Jan-09 20:00,*,m, 266.734124,    36.708517,
 2022-Jan-09 20:05,*,m, 266.077199,    35.678372,
 2022-Jan-09 20:10,*,m, 265.426779,    34.649031,
 2022-Jan-09 20:15,*,m, 264.782205,    33.620620,
 2022-Jan-09 20:20,*,m, 264.142854,    32.593260,
 2022-Jan-09 20:25,*,m, 263.508137,    31.567070,
 2022-Jan-09 20:30,*,m, 262.877495,    30.542167,
 2022-Jan-09 20:35,*,m, 262.250396,    29.518668,
 2022-Jan-09 20:40,*,m, 261.626334,    28.496687,
 2022-Jan-09 20:45,*,m, 261.004824,    27.476339,
 2022-Jan-09 20:50,*,m, 260.385403,    26.457737,
 2022-Jan-09 20:55,*,m, 259.767625,    25.440995,
 2022-Jan-09 21:00,*,m, 259.151061,    24.426226,
 2022-Jan-09 21:05,*,m, 258.535298,    23.413545,
 2022-Jan-09 21:10,*,m, 257.919936,    22.403066,
 2022-Jan-09 21:15,*,m, 257.304587,    21.394905,
 2022-Jan-09 21:20,*,m, 256.688874,    20.389180,
 2022-Jan-09 21:25,*,m, 256.072431,    19.386007,
 2022-Jan-09 21:30,*,m, 255.454898,    18.385508,
 2022-Jan-09 21:35,*,m, 254.835926,    17.387804,
 2022-Jan-09 21:40,*,m, 254.215171,    16.393019,
 2022-Jan-09 21:45,*,m, 253.592297,    15.401278,
 2022-Jan-09 21:50,*,m, 252.966969,    14.412711,
 2022-Jan-09 21:55,*,m, 252.338862,    13.427448,
 2022-Jan-09 22:00,*,m, 251.707651,    12.445624,
 2022-Jan-09 22:05,*,m, 251.073016,    11.467377,
 2022-Jan-09 22:10,*,m, 250.434639,    10.492845,
 2022-Jan-09 22:15,*,m, 249.792205,     9.522175,
 2022-Jan-09 22:20,*,m, 249.145400,     8.555512,
 2022-Jan-09 22:25,*,m, 248.493911,     7.593010,
 2022-Jan-09 22:30,*,m, 247.837427,     6.634823,
 2022-Jan-09 22:35,*,m, 247.175636,     5.681113,
 2022-Jan-09 22:40,*,m, 246.508228,     4.732043,
 2022-Jan-09 22:45,*,m, 245.834891,     3.787784,
 2022-Jan-09 22:50,*,m, 245.155314,     2.848510,
 2022-Jan-09 22:55,*,m, 244.469184,     1.914401,
 2022-Jan-09 23:00,*,m, 243.776187,     0.985642,
 2022-Jan-09 23:05,*,m, 243.076010,     0.062424,
 2022-Jan-09 23:10,C,s, 242.368338,    -0.855056,
 2022-Jan-09 23:15,C,m, 241.652853,    -1.766595,
 2022-Jan-09 23:20,C,m, 240.929238,    -2.671983,
 2022-Jan-09 23:25,C,m, 240.197173,    -3.571004,
 2022-Jan-09 23:30,C,m, 239.456338,    -4.463437,
 2022-Jan-09 23:35,C,m, 238.706412,    -5.349050,
 2022-Jan-09 23:40,N,m, 237.947072,    -6.227606,
 2022-Jan-09 23:45,N,m, 237.177994,    -7.098861,
 2022-Jan-09 23:50,N,m, 236.398855,    -7.962562,
 2022-Jan-09 23:55,N,m, 235.609331,    -8.818449,
 2022-Jan-10 00:00,N,m, 234.809097,    -9.666253,
 2022-Jan-10 00:05,N,m, 233.997830,   -10.505697,
 2022-Jan-10 00:10,N,m, 233.175208,   -11.336495,
 2022-Jan-10 00:15,A,m, 232.340911,   -12.158354,
 2022-Jan-10 00:20,A,m, 231.494619,   -12.970970,
 2022-Jan-10 00:25,A,m, 230.636019,   -13.774032,
 2022-Jan-10 00:30,A,m, 229.764799,   -14.567217,
 2022-Jan-10 00:35,A,m, 228.880653,   -15.350195,
 2022-Jan-10 00:40,A,m, 227.983281,   -16.122626,
 2022-Jan-10 00:45,A,m, 227.072390,   -16.884162,
 2022-Jan-10 00:50,A,m, 226.147696,   -17.634444,
 2022-Jan-10 00:55, ,m, 225.208925,   -18.373104,
 2022-Jan-10 01:00, ,m, 224.255813,   -19.099765,
 2022-Jan-10 01:05, ,m, 223.288109,   -19.814041,
 2022-Jan-10 01:10, ,m, 222.305578,   -20.515537,
 2022-Jan-10 01:15, ,m, 221.308001,   -21.203850,
 2022-Jan-10 01:20, ,m, 220.295177,   -21.878568,
 2022-Jan-10 01:25, ,m, 219.266923,   -22.539270,
 2022-Jan-10 01:30, ,m, 218.223084,   -23.185531,
 2022-Jan-10 01:35, ,m, 217.163524,   -23.816914,
 2022-Jan-10 01:40, ,m, 216.088137,   -24.432981,
 2022-Jan-10 01:45, ,m, 214.996846,   -25.033285,
 2022-Jan-10 01:50, ,m, 213.889605,   -25.617374,
 2022-Jan-10 01:55, ,m, 212.766402,   -26.184794,
 2022-Jan-10 02:00, ,m, 211.627262,   -26.735087,
 2022-Jan-10 02:05, ,m, 210.472250,   -27.267792,
 2022-Jan-10 02:10, ,m, 209.301469,   -27.782451,
 2022-Jan-10 02:15, ,m, 208.115069,   -28.278602,
 2022-Jan-10 02:20, ,m, 206.913243,   -28.755789,
 2022-Jan-10 02:25, ,m, 205.696232,   -29.213556,
 2022-Jan-10 02:30, ,m, 204.464328,   -29.651455,
 2022-Jan-10 02:35, ,m, 203.217871,   -30.069043,
 2022-Jan-10 02:40, ,m, 201.957255,   -30.465887,
 2022-Jan-10 02:45, ,m, 200.682927,   -30.841562,
 2022-Jan-10 02:50, ,m, 199.395386,   -31.195657,
 2022-Jan-10 02:55, ,m, 198.095185,   -31.527774,
 2022-Jan-10 03:00, ,m, 196.782932,   -31.837533,
 2022-Jan-10 03:05, ,m, 195.459285,   -32.124568,
 2022-Jan-10 03:10, ,m, 194.124955,   -32.388536,
 2022-Jan-10 03:15, ,m, 192.780704,   -32.629115,
 2022-Jan-10 03:20, ,m, 191.427337,   -32.846006,
 2022-Jan-10 03:25, ,m, 190.065708,   -33.038934,
 2022-Jan-10 03:30, ,m, 188.696711,   -33.207653,
 2022-Jan-10 03:35, ,m, 187.321277,   -33.351944,
 2022-Jan-10 03:40, ,m, 185.940370,   -33.471617,
 2022-Jan-10 03:45, ,m, 184.554985,   -33.566514,
 2022-Jan-10 03:50, ,m, 183.166139,   -33.636508,
 2022-Jan-10 03:55, , , 181.774870,   -33.681506,
 2022-Jan-10 04:00, , , 180.382225,   -33.701447,
 2022-Jan-10 04:05, , , 178.989263,   -33.696303,
 2022-Jan-10 04:10, , , 177.597043,   -33.666083,
 2022-Jan-10 04:15, , , 176.206618,   -33.610826,
 2022-Jan-10 04:20, , , 174.819035,   -33.530607,
 2022-Jan-10 04:25, , , 173.435322,   -33.425533,
 2022-Jan-10 04:30, , , 172.056488,   -33.295744,
 2022-Jan-10 04:35, , , 170.683515,   -33.141412,
 2022-Jan-10 04:40, , , 169.317356,   -32.962736,
 2022-Jan-10 04:45, , , 167.958926,   -32.759949,
 2022-Jan-10 04:50, , , 166.609103,   -32.533309,
 2022-Jan-10 04:55, , , 165.268722,   -32.283099,
 2022-Jan-10 05:00, , , 163.938570,   -32.009628,
 2022-Jan-10 05:05, , , 162.619388,   -31.713229,
 2022-Jan-10 05:10, , , 161.311866,   -31.394253,
 2022-Jan-10 05:15, , , 160.016642,   -31.053072,
 2022-Jan-10 05:20, , , 158.734300,   -30.690074,
 2022-Jan-10 05:25, , , 157.465373,   -30.305662,
 2022-Jan-10 05:30, , , 156.210337,   -29.900253,
 2022-Jan-10 05:35, , , 154.969617,   -29.474276,
 2022-Jan-10 05:40, , , 153.743585,   -29.028168,
 2022-Jan-10 05:45, , , 152.532562,   -28.562374,
 2022-Jan-10 05:50, , , 151.336817,   -28.077346,
 2022-Jan-10 05:55, , , 150.156573,   -27.573540,
 2022-Jan-10 06:00, , , 148.992004,   -27.051414,
 2022-Jan-10 06:05, , , 147.843240,   -26.511429,
 2022-Jan-10 06:10, , , 146.710369,   -25.954045,
 2022-Jan-10 06:15, , , 145.593438,   -25.379722,
 2022-Jan-10 06:20, , , 144.492457,   -24.788915,
 2022-Jan-10 06:25, , , 143.407400,   -24.182079,
 2022-Jan-10 06:30, , , 142.338207,   -23.559662,
 2022-Jan-10 06:35, , , 141.284789,   -22.922110,
 2022-Jan-10 06:40, , , 140.247028,   -22.269859,
 2022-Jan-10 06:45, , , 139.224779,   -21.603341,
 2022-Jan-10 06:50, , , 138.217874,   -20.922981,
 2022-Jan-10 06:55, , , 137.226124,   -20.229195,
 2022-Jan-10 07:00, , , 136.249320,   -19.522392,
 2022-Jan-10 07:05, , , 135.287234,   -18.802971,
 2022-Jan-10 07:10, , , 134.339626,   -18.071325,
 2022-Jan-10 07:15,A, , 133.406238,   -17.327835,
 2022-Jan-10 07:20,A, , 132.486802,   -16.572875,
 2022-Jan-10 07:25,A, , 131.581040,   -15.806809,
 2022-Jan-10 07:30,A, , 130.688662,   -15.029991,
 2022-Jan-10 07:35,A, , 129.809373,   -14.242768,
 2022-Jan-10 07:40,A, , 128.942869,   -13.445474,
 2022-Jan-10 07:45,A, , 128.088842,   -12.638437,
 2022-Jan-10 07:50,N, , 127.246979,   -11.821974,
 2022-Jan-10 07:55,N, , 126.416963,   -10.996394,
 2022-Jan-10 08:00,N, , 125.598474,   -10.161997,
 2022-Jan-10 08:05,N, , 124.791191,    -9.319073,
 2022-Jan-10 08:10,N, , 123.994790,    -8.467904,
 2022-Jan-10 08:15,N, , 123.208946,    -7.608764,
 2022-Jan-10 08:20,N, , 122.433336,    -6.741918,
 2022-Jan-10 08:25,C, , 121.667635,    -5.867624,
 2022-Jan-10 08:30,C, , 120.911518,    -4.986131,
 2022-Jan-10 08:35,C, , 120.164661,    -4.097681,
 2022-Jan-10 08:40,C, , 119.426742,    -3.202507,
 2022-Jan-10 08:45,C, , 118.697439,    -2.300838,
 2022-Jan-10 08:50,C, , 117.976431,    -1.392894,
 2022-Jan-10 08:55,*,r, 117.263399,    -0.478887,
 2022-Jan-10 09:00,*, , 116.558025,     0.440975,
 2022-Jan-10 09:05,*, , 115.859991,     1.366492,
 2022-Jan-10 09:10,*, , 115.168982,     2.297469,
 2022-Jan-10 09:15,*, , 114.484683,     3.233716,
 2022-Jan-10 09:20,*, , 113.806781,     4.175052,
 2022-Jan-10 09:25,*, , 113.134962,     5.121297,
 2022-Jan-10 09:30,*, , 112.468913,     6.072280,
 2022-Jan-10 09:35,*, , 111.808323,     7.027833,
 2022-Jan-10 09:40,*, , 111.152879,     7.987792,
 2022-Jan-10 09:45,*, , 110.502268,     8.951998,
 2022-Jan-10 09:50,*, , 109.856178,     9.920298,
 2022-Jan-10 09:55,*, , 109.214293,    10.892541,
 2022-Jan-10 10:00,*, , 108.576298,    11.868580,
 2022-Jan-10 10:05,*, , 107.941875,    12.848273,
 2022-Jan-10 10:10,*, , 107.310704,    13.831480,
 2022-Jan-10 10:15,*, , 106.682462,    14.818065,
 2022-Jan-10 10:20,*, , 106.056820,    15.807894,
 2022-Jan-10 10:25,*, , 105.433449,    16.800837,
 2022-Jan-10 10:30,*, , 104.812011,    17.796767,
 2022-Jan-10 10:35,*, , 104.192165,    18.795556,
 2022-Jan-10 10:40,*, , 103.573563,    19.797083,
 2022-Jan-10 10:45,*, , 102.955848,    20.801226,
 2022-Jan-10 10:50,*, , 102.338656,    21.807864,
 2022-Jan-10 10:55,*, , 101.721614,    22.816880,
 2022-Jan-10 11:00,*, , 101.104338,    23.828156,
 2022-Jan-10 11:05,*, , 100.486432,    24.841577,
 2022-Jan-10 11:10,*, ,  99.867488,    25.857027,
 2022-Jan-10 11:15,*, ,  99.247081,    26.874392,
 2022-Jan-10 11:20,*, ,  98.624775,    27.893558,
 2022-Jan-10 11:25,*, ,  98.000111,    28.914409,
 2022-Jan-10 11:30,*, ,  97.372614,    29.936831,
 2022-Jan-10 11:35,*, ,  96.741787,    30.960709,
 2022-Jan-10 11:40,*, ,  96.107107,    31.985927,
 2022-Jan-10 11:45,*, ,  95.468029,    33.012366,
 2022-Jan-10 11:50,*, ,  94.823974,    34.039908,
 2022-Jan-10 11:55,*, ,  94.174335,    35.068430,
 2022-Jan-10 12:00,*, ,  93.518469,    36.097809,
 2022-Jan-10 12:05,*, ,  92.855693,    37.127918,
 2022-Jan-10 12:10,*, ,  92.185283,    38.158626,
 2022-Jan-10 12:15,*, ,  91.506467,    39.189798,
 2022-Jan-10 12:20,*, ,  90.818418,    40.221293,
 2022-Jan-10 12:25,*, ,  90.120256,    41.252967,
 2022-Jan-10 12:30,*, ,  89.411033,    42.284668,
 2022-Jan-10 12:35,*, ,  88.689731,    43.316236,
 2022-Jan-10 12:40,*, ,  87.955254,    44.347504,
 2022-Jan-10 12:45,*, ,  87.206415,    45.378295,
 2022-Jan-10 12:50,*, ,  86.441933,    46.408421,
 2022-Jan-10 12:55,*, ,  85.660416,    47.437681,
 2022-Jan-10 13:00,*, ,  84.860349,    48.465863,
 2022-Jan-10 13:05,*, ,  84.040083,    49.492736,
 2022-Jan-10 13:10,*, ,  83.197816,    50.518052,
 2022-Jan-10 13:15,*, ,  82.331574,    51.541543,
 2022-Jan-10 13:20,*, ,  81.439193,    52.562919,
 2022-Jan-10 13:25,*, ,  80.518290,    53.581861,
 2022-Jan-10 13:30,*, ,  79.566242,    54.598021,
 2022-Jan-10 13:35,*, ,  78.580148,    55.611016,
 2022-Jan-10 13:40,*, ,  77.556800,    56.620424,
 2022-Jan-10 13:45,*, ,  76.492637,    57.625777,
 2022-Jan-10 13:50,*, ,  75.383702,    58.626554,
 2022-Jan-10 13:55,*, ,  74.225587,    59.622172,
 2022-Jan-10 14:00,*, ,  73.013374,    60.611981,
 2022-Jan-10 14:05,*, ,  71.741567,    61.595248,
 2022-Jan-10 14:10,*, ,  70.404014,    62.571144,
 2022-Jan-10 14:15,*, ,  68.993821,    63.538733,
